company_id,company_name,location,company_type,primary_color,secondary_colour
83,Maurice Bank,RU|Russian Federation,Bank,#8A2BE2,#9370DB
84,Dugan Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
85,Kathleen Bank,PL|Poland,Bank,#8A2BE2,#9370DB
86,Hirsch Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
87,Churchill Bank,SA|Saudi Arabia,Bank,#8A2BE2,#9370DB
88,Bagley Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
89,Brest Bank,SA|Saudi Arabia,Bank,#8A2BE2,#9370DB
90,Elgin Bank,PL|Poland,Bank,#8A2BE2,#9370DB
91,Georgetown Bank,PA|Panama,Bank,#8A2BE2,#9370DB
92,Sutton Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
93,Phyllis Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
94,Agway Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
95,Loomis Bank,RU|Russian Federation,Bank,#8A2BE2,#9370DB
96,Indies Bank,SG|Singapore,Bank,#8A2BE2,#9370DB
97,Metzler Bank,SA|Saudi Arabia,Bank,#8A2BE2,#9370DB
98,Pocono Bank,PL|Poland,Bank,#8A2BE2,#9370DB
99,Camino Bank,RU|Russian Federation,Bank,#8A2BE2,#9370DB
